#MaxThreads,#UE,AvUE/Thread,ExecutionTime,RegistrationThroughput(registrations/sec),RegistrationLatency(sec),SetupTunnel(Yes/No),DO Detach (Yes/No),SendingData?(Yes/No),MeanDataSendingTime,SendingRate,#Attach,#Detach,#Service_Requests,ATTACH_PERCENT,EPOCH_TPT,EPOCH_DELAY_ms,ServiceRequestLatency,#HO,HO-Latency
50,6837,136.74,63,108.523810,0.007968,Yes,1,0K,175,128,6386,4.431768,1185.061071148,80159.756757
150,19897,132.65,71,280.239437,0.011310,Yes,1,0K,507,368,18594,4.397648,8227.858234428,60288.806075
150,99297,661.98,310,320.312903,0.006334,Yes,1,0K,2872,2757,90846,5.668852,3767.6125752822,49807.897590
150,86998,579.99,191,455.486911,0.007847,Yes,1,0K,2501,2386,79660,5.617371,5602.9388902451,51075.729090 //consider this
200,48834,244.17,195,250.430769,0.017365,Yes,1,0K,1364,1177,45012,5.203342,14226.2942991281,76166.996877
100,28941,289.41,187,154.764706,0.005990,Yes,1,0K,782,699,26710,5.117308,1903.391501750,60718.178667
200,16889,84.45,70,241.271429,0.123621,Yes,1,0K,236,138,16324,2.214459,119690.957853191,188307.094241
