#MaxThreads,#UE,AvUE/Thread,ExecutionTime,RegistrationThroughput(registrations/sec),RegistrationLatency(sec),SetupTunnel(Yes/No),DO Detach (Yes/No),SendingData?(Yes/No),MeanDataSendingTime,SendingRate,#Attach,#Detach,#Service_Requests,ATTACH_PERCENT,EPOCH_TPT,EPOCH_DELAY_ms,ServiceRequestLatency,#HO,HO-Latency
40,4910,122.75,62,79.193548,0.276701,Yes,1,0K,278,240,4138,10.549898,269605.769937254,307202.984252
200,19011,95.06,72,264.041667,0.390474,Yes,1,0K,1045,922,16040,10.346642,382332.4889031004,549604.807769
