#UE DataRate Avg%CPU AvgMem(KiB) Avg%Wait
16 0K 10.53 5488.00 0.01
32 0K 23.80 5488.00 0.00
40 0K 26.27 5488.00 0.01
48 0K 30.69 5495.80 0.03
48 0K 19.69 5488.00 0.00
56 0K 29.37 5488.00 0.00
64 0K 34.15 5488.00 0.00
160 0K 44.73 5488.00 0.56
40 0K 0.50 5488.00 0.00
72 0K 25.63 5488.00 0.00
48 0K 32.91 5488.00 0.01
64 0K 31.90 5488.00 0.01
64 0K 30.56 5488.00 0.01
48 0K 35.94 5488.00 0.04
