#UE DataRate Avg%CPU AvgMem(KiB) Avg%Wait
16 0K 70.46 5464.00 0.94
32 0K 92.78 5464.00 0.41
40 0K 130.01 5464.00 0.01
48 0K 147.12 5464.00 0.35
48 0K 119.53 5464.00 0.31
56 0K 150.73 5464.00 0.03
64 0K 86.77 5464.00 0.05
160 0K 78.85 5464.00 0.19
40 0K 1.17 5464.00 0.01
72 0K 36.84 5460.21 0.54
48 0K 145.75 5460.00 0.03
64 0K 135.92 5460.00 0.37
64 0K 144.38 5460.00 0.01
48 0K 104.09 5460.00 0.22
