#UE DataRate Avg%CPU AvgMem(KiB) Avg%Wait
16 0K 4.64 5556.00 2.29
32 0K 4.02 5556.00 0.08
40 0K 5.41 5556.00 0.01
48 0K 7.68 5556.00 0.00
48 0K 7.67 5556.00 0.04
56 0K 10.00 5556.00 0.01
64 0K 8.93 5556.00 0.00
160 0K 14.88 5556.00 0.02
72 0K 2.65 5576.00 0.00
48 0K 7.45 5576.00 0.01
64 0K 11.75 5576.00 0.01
64 0K 13.46 5576.00 0.01
48 0K 6.14 5576.00 0.01
