#UE DataRate Avg%CPU AvgMem(KiB) Avg%Wait
16 0K 3.99 5448.00 0.44
32 0K 3.71 5448.00 0.39
40 0K 3.27 5448.00 0.02
48 0K 4.72 5448.00 0.03
48 0K 3.03 5448.00 0.03
56 0K 3.29 5448.00 0.06
64 0K 3.40 5448.00 0.43
160 0K 3.24 5448.00 0.13
40 0K 2.48 5448.00 0.07
72 0K 8.17 5448.00 0.06
48 0K 7.05 5448.00 0.01
64 0K 7.01 5448.00 0.03
64 0K 7.13 5448.00 0.05
48 0K 7.41 5448.00 0.66
