#UE DataRate Avg%CPU AvgMem(KiB) Avg%Wait
16 0K 5.42 5460.00 1.98
32 0K 3.93 5460.00 0.54
40 0K 3.74 5460.00 0.14
48 0K 3.27 5460.00 0.31
48 0K 3.09 5460.00 0.38
56 0K 3.14 5460.00 0.38
64 0K 3.94 5460.00 0.90
160 0K 3.73 5460.00 0.94
40 0K 2.68 5460.00 0.37
72 0K 4.68 5460.00 0.25
48 0K 4.03 5460.00 0.70
64 0K 4.96 5460.00 1.35
64 0K 3.52 5460.00 0.15
48 0K 5.46 5460.00 1.71
