#UE Throughput Delay(ms)
56 1728.06 1.223 1.05124
64 1807.78 1.2895 1.1002
64 1644.43 1.28925 1.08439
60 1725.15 1.232 1.08233
72 1363.3 1.35225 1.13744
64 1408.15 1.358 1.10146
64 1958.16 1.40325 1.0925
72 1856.71 1.40975 1.11823
100 1776.95 1.57075 1.23308
