#UE DataRate Avg%CPU AvgMem(KiB) Avg%Wait
56 0K 112.20 5708.00 0.01
64 0K 132.48 5708.00 0.01
68 0K 90.26 5517.73 0.01
64 0K 133.95 5708.00 0.01
48 0K 31.58 1648.98 0.01
60 0K 136.10 5708.00 0.01
72 0K 105.59 5708.00 0.01
64 0K 110.13 5708.00 0.01
64 0K 133.52 5708.00 0.01
72 0K 134.13 5708.00 0.01
