#UE DataRate Avg%CPU AvgMem(KiB) Avg%Wait
50 0K 93.77 5956.00 0.00
60 0K 117.09 5956.00 0.00
60 0K 82.13 5956.00 0.02
50 0K 109.13 5956.00 0.00
40 0K 105.49 5956.00 0.00
46 0K 115.61 5956.00 0.00
60 0K 78.32 5956.00 0.00
50 0K 125.81 5956.00 0.00
50 0K 120.23 5956.00 0.00
50 0K 122.27 5956.00 0.00
50 0K 134.89 5956.00 0.00
50 0K 109.97 5956.00 0.00
60 0K 118.60 5956.00 0.00
