#UE ROOT DGW SGW PGW RAN
30 10.55 27.07 55.73 42.97 1.97
40 14.71 36.97 68.44 48.44 2.79
40 38.75 15.46 98.4 0.39 0.23
30 11.43 35.98 68.92 61.81 2.46
30 11.59 51.93 87.89 86.71 1.94
