#UE DataRate Avg%CPU AvgMem(KiB) Avg%Wait
50 0K 0.70 4000.00 0.34
60 0K 0.11 4000.00 0.00
60 0K 0.01 4000.00 0.00
50 0K 0.16 4000.00 0.00
40 0K 0.12 4000.00 0.00
46 0K 0.00 4000.00 0.00
60 0K 0.23 4000.00 0.00
50 0K 0.18 4000.00 0.00
50 0K 0.02 4000.00 0.00
50 0K 0.11 4000.00 0.00
50 0K 0.17 4000.00 0.00
50 0K 0.21 4000.00 0.00
60 0K 0.01 4000.00 0.00
