# traffic_mix	throughput	latency(ms)
1:99	338.093 10.2897
5:95	338.102 10.0038
10:90	324.52 10.324
15:85	311.777 10.6745
20:80	302.57 10.8447
35:65	265.12 11.9308
100:0	144.667 17.8543
