# traffic_mix hit_latency(ms) miss_latency(ms) cent_latency(ms) SRhit_latency(us) SRmiss_latency(us) SRcent_latency(us)
1:99	1.239	6.912	4.73	876.655	6813.02	4701.5
5:95	1.591	6.885	5.22	823.836	6484.73	5389.08
10:90	1.868	6.999	5.441	826.281	6366.74	6406.19
15:85	3.566	7.309	5.559	850.336	6021.26	6285.97
