#UE DataRate Avg%CPU AvgMem(KiB) Avg%Wait
16 0K 2.54 7724.00 0.18
32 0K 2.21 7724.00 0.10
40 0K 1.90 7724.00 0.02
48 0K 2.00 7724.00 0.12
48 0K 1.70 7724.00 0.01
56 0K 1.65 7724.00 0.06
64 0K 1.94 7724.00 0.02
160 0K 2.20 7728.00 0.66
40 0K 1.17 7728.00 0.03
72 0K 2.88 7820.00 0.09
48 0K 1.82 7820.00 0.01
64 0K 1.94 7820.00 0.11
64 0K 1.96 7820.00 0.01
48 0K 1.94 7820.00 0.32
