#UE DataRate Avg%CPU AvgMem(KiB) Avg%Wait
16 0K 55.51 5464.00 0.09
32 0K 85.46 5464.00 0.23
40 0K 95.03 5464.00 0.01
48 0K 90.42 5464.00 0.34
48 0K 67.31 5464.00 0.01
56 0K 137.13 5464.00 0.01
64 0K 129.27 5464.00 0.05
160 0K 71.08 5464.00 0.26
40 0K 1.04 5464.00 0.01
72 0K 63.51 5497.76 0.25
48 0K 145.58 5464.00 0.01
64 0K 161.78 5464.00 0.03
64 0K 134.07 5464.00 0.01
48 0K 135.73 5464.00 0.09
