#UE DataRate Avg%CPU AvgMem(KiB) Avg%Wait
16 0K 9.18 5880.00 0.00
32 0K 17.68 5880.00 0.00
40 0K 20.41 5880.00 0.00
48 0K 19.95 5880.00 0.05
48 0K 15.08 5880.00 0.02
56 0K 30.89 5880.00 0.02
64 0K 30.63 5880.00 0.00
160 0K 21.92 5880.00 0.16
40 0K 0.47 5880.00 0.00
72 0K 12.54 5880.00 0.00
48 0K 30.60 5880.00 0.02
64 0K 36.40 5880.00 0.02
64 0K 31.28 5880.00 0.01
48 0K 29.97 5880.00 0.01
