#MaxThreads,#UE,AvUE/Thread,ExecutionTime,RegistrationThroughput(registrations/sec),RegistrationLatency(sec),SetupTunnel(Yes/No),DO Detach (Yes/No),SendingData?(Yes/No),MeanDataSendingTime,SendingRate,#Attach,#Detach,#Service_Requests,ATTACH_PERCENT,EPOCH_TPT,EPOCH_DELAY_ms,ServiceRequestLatency,#HO,HO-Latency
15,51866,3457.73,180,288.144444,0.007957,Yes,1,0k,2730,2728,43678,10.523272,7251.0183852730,16991.718681
18,65783,3654.61,180,365.461111,0.008511,Yes,1,0k,3463,3459,55398,10.522475,7826.3905013463,17381.564828
