#UE DataRate Avg%CPU AvgMem(KiB) Avg%Wait
4 0K 34.63 5828.00 0.02
5 0K 46.51 5828.00 0.00
6 0K 50.33 5828.00 0.00
7 0K 59.10 5828.00 0.07
9 0K 58.23 5828.00 0.02
13 0K 89.17 5828.00 0.04
14 0K 98.20 5828.00 0.00
12 0K 82.94 5828.00 0.02
13 0K 87.47 5828.00 0.00
15 0K 88.64 5828.00 0.00
14 0K 93.31 5828.00 0.00
1 0K 11.95 5828.00 0.04
1 0K 14.30 5828.00 0.02
