1204.199951,53.256432
1152.800049,30.152512
1151.599976,21.755634
1182.800049,18.190460
1211.599976,14.903377
1212.800049,13.040511
1211.199951,12.001533
1210.000000,13.435093
1212.800049,10.074593
1211.599976,6.894922
1212.800049,5.347280
1212.000000,4.175292
1212.400024,4.385472
1212.000000,3.847836
1212.400024,3.972050
1211.599976,4.459782
1211.599976,4.122177
1212.400024,3.592737
1211.599976,4.586135
1212.000000,4.009419
1205.599976,3.875204
1210.400024,3.704399
1210.800049,3.998710
1211.199951,3.585710
1209.199951,3.652462
1126.800049,7.483225
1210.800049,3.667135
1210.800049,3.712378
1211.599976,4.091541
1212.800049,3.733443
1213.199951,4.959462
1213.199951,3.545082
632.799988,8.363418
654.000000,3.378205
1074.800049,3.439051
564.799988,3.658593
752.000000,3.540730
1107.599976,4.800953
615.200012,3.789684
697.200012,3.538546
1110.800049,3.683069
618.799988,4.295679
693.599976,3.412405
1108.000000,3.877578
702.000000,3.915482
658.000000,3.566801
1060.000000,3.817295
579.599976,11.275162
699.200012,3.904634
1050.000000,3.415262
580.799988,4.421708
671.599976,3.501114
687.200012,4.254612
654.799988,4.798892
1032.800049,3.936229
613.200012,5.864108
738.000000,3.533249
672.000000,4.156257
611.599976,3.703086
976.000000,4.036219
643.599976,3.604284
734.799988,3.364989
665.599976,3.593515
676.400024,3.499683
916.799988,4.893182
662.000000,5.404350
700.799988,3.401627
665.599976,3.916469
673.200012,4.009547
916.400024,4.091211
640.000000,3.494831
739.599976,3.607975
576.400024,3.747371
708.000000,3.559084
971.599976,3.536704
642.000000,4.003076
740.000000,3.604365
636.000000,4.078086
670.799988,6.419252
918.400024,3.743951
711.200012,3.591471
670.799988,3.945415
658.400024,4.100252
646.400024,3.659445
224.600006,249.403854
620.400024,3.001690
491.600006,3.110301
570.000000,2.795334
796.799988,2.983719
928.799988,3.105047
489.600006,3.024156
575.000000,2.910381
1031.599976,3.681432
658.799988,3.184036
694.799988,3.322378
1070.800049,3.380576
565.000000,3.132054
787.400024,3.010057
1070.800049,3.190381
636.799988,3.570842
716.000000,3.073210
1071.199951,3.046939
562.400024,3.066595
790.799988,3.202275
1070.800049,3.331953
636.400024,3.104614
717.599976,2.958090
1070.000000,3.049899
558.400024,3.370642
660.000000,5.953344
1180.000000,3.152344
622.400024,3.474649
729.599976,3.067766
1072.400024,3.525822
699.200012,3.516171
652.400024,3.061821
1070.000000,3.033099
622.799988,3.041728
732.799988,3.164358
1069.599976,3.578849
655.599976,3.199742
699.599976,3.020774
1069.199951,3.041023
623.200012,3.199145
731.200012,3.001122
1069.599976,3.206523
652.799988,3.329420
684.799988,4.183154
748.799988,7.236244
707.200012,3.094622
764.799988,3.569437
622.400024,3.167030
738.799988,3.091954
625.599976,3.013086
741.599976,3.086722
646.799988,3.237696
689.200012,3.888249
782.799988,2.987027
623.599976,3.685111
738.799988,3.319354
615.599976,3.145813
690.000000,3.396335
707.599976,3.606822
690.799988,3.136629
779.200012,3.084021
627.200012,2.981579
736.799988,3.025732
618.400024,3.259628
664.400024,3.880116
654.400024,5.501111
741.200012,3.065188
913.599976,3.179029
636.400024,3.121145
643.599976,3.007800
701.200012,3.653589
662.400024,3.107277
994.000000,3.011750
653.000000,3.272895
724.200012,3.041117
658.799988,3.516452
706.400024,3.084523
893.200012,3.129669
631.599976,2.995278
699.599976,3.053706
705.599976,2.999868
683.200012,3.339155
913.599976,3.175042
635.200012,3.037383
646.000000,2.988207
706.799988,3.050001
752.799988,3.598076
864.799988,5.151220
703.599976,3.136913
668.400024,2.947873
1052.000000,3.054263
634.799988,3.137123
663.599976,3.353809
745.200012,3.117122
646.799988,3.090900
947.599976,3.128083
634.000000,3.286774
660.799988,3.196015
686.400024,3.820087
661.599976,2.976011
