#UE DataRate Avg%CPU AvgMem(KiB) Avg%Wait
16 0K 4.58 5464.00 2.30
32 0K 4.04 5464.00 0.02
40 0K 6.60 5464.00 0.28
48 0K 7.96 5464.00 0.27
48 0K 7.25 5464.00 0.01
56 0K 10.04 5464.00 0.24
64 0K 11.36 5464.00 0.07
160 0K 21.46 5464.00 0.03
72 0K 10.46 5796.00 0.04
48 0K 6.93 5796.00 0.01
64 0K 12.21 5796.00 0.32
64 0K 11.25 5796.00 0.11
48 0K 6.26 5796.00 0.01
