998.000000,45.429276
980.400024,17.401567
940.000000,7.333453
981.200012,5.523138
989.599976,5.175545
1012.799988,4.225754
1011.599976,5.846481
1010.000000,3.532127
1010.400024,3.106879
1009.599976,3.605967
1012.799988,3.744670
1012.400024,3.797009
1010.400024,3.396497
1009.200012,3.480181
1009.200012,3.715480
968.799988,5.732016
526.400024,3.632881
573.200012,3.211924
918.400024,3.568208
1008.000000,3.322572
531.200012,3.651610
532.400024,3.661589
953.200012,3.646683
535.200012,3.854644
565.599976,3.329444
917.200012,3.463851
1009.200012,3.474504
1008.799988,3.945872
536.000000,3.675044
526.400024,4.396568
948.799988,3.261614
540.799988,3.392264
538.000000,3.823679
938.799988,3.710525
1011.599976,3.360824
1009.599976,3.465239
537.599976,3.524067
536.799988,4.009279
942.000000,3.421187
543.200012,3.474807
543.200012,3.357080
934.400024,3.071126
1009.599976,3.548316
544.000000,3.468147
533.200012,3.396343
942.000000,3.649169
544.000000,3.955010
530.400024,3.487826
944.000000,3.464913
543.599976,3.634783
569.200012,3.368253
902.000000,3.493806
549.200012,3.487968
536.400024,3.494728
932.400024,3.514024
551.599976,3.529660
536.400024,3.243061
930.799988,3.650935
553.599976,3.434383
571.200012,3.236680
870.799988,4.788336
556.000000,3.334136
531.599976,3.670626
929.599976,3.262451
558.799988,3.510489
538.200012,3.191055
922.200012,3.443159
582.799988,3.674387
609.599976,3.363699
827.599976,3.526891
558.000000,3.614093
535.200012,3.268464
925.200012,3.385553
560.000000,3.361508
570.799988,3.295936
889.200012,3.468867
561.599976,3.509181
532.400024,4.086454
924.799988,3.381824
563.599976,3.473820
532.400024,3.472712
925.599976,3.424855
526.000000,6.856336
550.799988,3.142193
902.000000,3.393240
527.200012,3.322450
572.799988,3.315597
918.799988,3.553408
527.200012,3.586225
570.799988,3.160628
920.000000,3.296603
566.799988,3.421541
426.000000,1683.537842
484.799988,3.306648
613.200012,3.152719
918.000000,3.049961
572.400024,3.028664
554.000000,2.939569
892.799988,2.968971
488.399994,3.155907
615.599976,3.003366
917.200012,2.978405
572.400024,2.931571
571.599976,2.998548
875.599976,3.583261
493.200012,3.020761
608.000000,2.830807
917.200012,2.912694
571.200012,3.101533
575.200012,2.833190
874.000000,2.947539
532.000000,2.910865
568.799988,2.801409
921.599976,3.006871
568.799988,2.868314
640.400024,2.980455
812.400024,3.024416
529.200012,3.095881
568.000000,2.787874
923.200012,2.840151
489.600006,3.292606
606.400024,2.902682
923.599976,2.888066
569.599976,2.951483
554.000000,3.011784
897.599976,3.109945
486.000000,2.888564
610.400024,2.863813
924.400024,2.890712
568.799988,2.894448
567.599976,2.982589
882.799988,3.085171
522.000000,3.097101
575.599976,2.794953
921.599976,3.005969
568.000000,3.418105
572.000000,3.030430
880.400024,2.871807
509.600006,4.567956
571.200012,2.809280
1010.000000,3.113380
481.600006,2.980676
575.200012,3.095629
963.599976,2.937671
1010.000000,2.952827
1010.400024,3.192579
482.000000,2.923166
609.599976,2.838755
926.799988,2.844710
1009.599976,3.137197
484.399994,2.959599
575.599976,2.777762
960.400024,2.915439
1009.200012,2.950454
1010.400024,3.181528
482.399994,2.917478
615.599976,2.800634
921.200012,2.932431
1009.599976,2.993404
482.799988,2.973696
579.200012,2.924801
958.000000,2.997988
1011.599976,3.145195
